StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Introduction,Q2,Q3,Q3_5_TEXT,Q4,Q4_9_TEXT,Q5,Q6,Q7,Q7_12_TEXT,Q11,Q14,Q15,Q8,Q16,Q17,Q18,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-2-1,F-1-2-2,F-1-2-3,F-1-3-1,F-1-3-2,F-1-3-3,F-1-4-1,F-1-4-2,F-1-4-3,F-1-5-1,F-1-5-2,F-1-5-3,F-1-6-1,F-1-6-2,F-1-6-3,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-2-1,F-2-2-2,F-2-2-3,F-2-3-1,F-2-3-2,F-2-3-3,F-2-4-1,F-2-4-2,F-2-4-3,F-2-5-1,F-2-5-2,F-2-5-3,F-2-6-1,F-2-6-2,F-2-6-3,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-3,F-3-1-3,F-3-2-1,F-3-2-2,F-3-2-3,F-3-3-1,F-3-3-2,F-3-3-3,F-3-4-1,F-3-4-2,F-3-4-3,F-3-5-1,F-3-5-2,F-3-5-3,F-3-6-1,F-3-6-2,F-3-6-3,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-3,F-4-1-3,F-4-2-1,F-4-2-2,F-4-2-3,F-4-3-1,F-4-3-2,F-4-3-3,F-4-4-1,F-4-4-2,F-4-4-3,F-4-5-1,F-4-5-2,F-4-5-3,F-4-6-1,F-4-6-2,F-4-6-3,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-3,F-5-1-3,F-5-2-1,F-5-2-2,F-5-2-3,F-5-3-1,F-5-3-2,F-5-3-3,F-5-4-1,F-5-4-2,F-5-4-3,F-5-5-1,F-5-5-2,F-5-5-3,F-5-6-1,F-5-6-2,F-5-6-3,F-6-1,F-6-1-1,F-6-2,F-6-1-2,F-6-3,F-6-1-3,F-6-2-1,F-6-2-2,F-6-2-3,F-6-3-1,F-6-3-2,F-6-3-3,F-6-4-1,F-6-4-2,F-6-4-3,F-6-5-1,F-6-5-2,F-6-5-3,F-6-6-1,F-6-6-2,F-6-6-3
2023-04-07 19:41:49,2023-04-07 19:50:15,IP Address,99.7.56.74,100,506,True,2023-04-07 19:50:15,R_3OqXaPVlM14yFoP,,,,,37.8135,-121.9658,anonymous,EN,"Yes, I consent",Alumnus,Female,,White,,"Yes, employed off campus",,"BART,Walk,Drive alone",,Walk,Bus,"Rail (BART, Caltrain)",No,"Rail (BART, Caltrain)",Walk,"Rail (BART, Caltrain)",Travel Time,5,Waiting or Parking Time,10,Travel Cost,4,45,5,4,30,0,5,35,15,6,5,10,7,5,5,10,Travel Time,20,Waiting or Parking Time,0,Travel Cost,7,45,5,7,15,0,3,10,20,6,5,20,7,35,5,2,Travel Time,30,Waiting or Parking Time,5,Travel Cost,5,5,5,6,30,5,3,20,20,6,20,10,10,30,10,8,Travel Time,45,Waiting or Parking Time,10,Travel Cost,7,5,15,7,10,15,9,10,10,5,30,15,7,25,15,3,Travel Time,15,Waiting or Parking Time,20,Travel Cost,8,5,15,9,5,10,3,30,10,9,40,10,3,25,10,7,Travel Time,35,Waiting or Parking Time,5,Travel Cost,3,10,10,2,35,0,6,25,0,10,45,5,5,15,15,5
2023-04-07 20:13:25,2023-04-07 20:20:26,IP Address,98.47.15.36,100,421,True,2023-04-07 20:20:26,R_1d4ElBykznIOLrz,,,,,37.9834,-122.0312,anonymous,EN,"Yes, I consent",Graduate student,Female,,Black or African American,,"Yes, employed off campus",94521,Drive alone,,Walk,Drive,Bike or Scooter,Not sure,"Rail (BART, Caltrain)",Bus,Walk,Travel Time,25,Waiting or Parking Time,5,Travel Cost,5,15,5,10,25,20,2,25,15,9,40,5,6,15,0,8,Travel Time,35,Waiting or Parking Time,5,Travel Cost,10,35,15,5,10,10,1,10,20,4,5,5,6,20,20,4,Travel Time,40,Waiting or Parking Time,5,Travel Cost,4,5,20,4,10,0,10,15,20,1,25,20,5,20,10,10,Travel Time,35,Waiting or Parking Time,15,Travel Cost,6,20,20,5,35,10,9,10,0,3,35,0,3,25,5,5,Travel Time,35,Waiting or Parking Time,15,Travel Cost,5,45,5,5,10,10,8,40,10,9,5,10,5,40,5,6,Travel Time,20,Waiting or Parking Time,5,Travel Cost,10,30,10,10,45,5,2,45,5,6,35,5,10,35,5,3
2023-04-07 20:41:56,2023-04-07 20:46:17,IP Address,107.3.177.179,100,261,True,2023-04-07 20:46:18,R_24emLjmtJE49RhG,,,,,37.7825,-122.435,anonymous,EN,"Yes, I consent",Alumnus,Female,,Asian,,"Yes, employed off campus",94062,"Drive alone,Rideshare (ex: Uber, Lyft),Other (type below)",Muni,Bus,Bus,Bike or Scooter,No,Bus,Bike or Scooter,Rideshare,Travel Time,20,Waiting or Parking Time,10,Travel Cost,7,40,0,8,10,0,3,10,0,8,20,15,6,15,15,1,Travel Time,25,Waiting or Parking Time,15,Travel Cost,8,15,0,7,5,5,4,30,10,2,15,20,6,25,10,9,Travel Time,35,Waiting or Parking Time,5,Travel Cost,9,5,5,3,10,0,5,25,15,8,10,15,1,20,10,3,Travel Time,35,Waiting or Parking Time,15,Travel Cost,1,30,15,4,10,10,5,40,5,3,25,0,8,30,20,8,Travel Time,20,Waiting or Parking Time,5,Travel Cost,6,5,10,3,20,10,10,15,20,3,40,5,2,20,20,6,Travel Time,25,Waiting or Parking Time,15,Travel Cost,7,10,10,9,25,10,8,40,0,3,25,5,5,5,15,4
2023-04-07 20:44:34,2023-04-07 20:48:14,IP Address,172.59.128.191,100,220,True,2023-04-07 20:48:15,R_2pJDhclbiyfNrsl,,,,,37.7794,-122.2178,anonymous,EN,"Yes, I consent",Alumnus,Female,,White,,"Yes, employed off campus",94526,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",,"Rail (BART, Caltrain)","Rail (BART, Caltrain)",Walk,No,Walk,Bus,Walk,Travel Time,45,Waiting or Parking Time,5,Travel Cost,8,40,5,5,25,5,10,10,10,10,40,0,5,35,15,6,Travel Time,35,Waiting or Parking Time,5,Travel Cost,8,20,0,8,15,10,8,15,5,1,45,5,8,45,0,7,Travel Time,10,Waiting or Parking Time,20,Travel Cost,1,15,15,2,15,20,7,10,15,1,15,10,2,10,5,2,Travel Time,15,Waiting or Parking Time,0,Travel Cost,3,10,5,9,25,15,2,35,0,7,5,5,8,20,20,6,Travel Time,25,Waiting or Parking Time,10,Travel Cost,4,30,10,1,20,10,1,30,15,7,30,5,5,5,15,7,Travel Time,15,Waiting or Parking Time,0,Travel Cost,5,5,5,4,5,5,6,10,0,7,20,15,6,10,0,10
2023-04-07 20:44:20,2023-04-07 20:49:39,IP Address,71.198.40.93,100,318,True,2023-04-07 20:49:39,R_02Rksi0kd6SdcR3,,,,,37.8487,-122.2209,anonymous,EN,"Yes, I consent",Graduate student,Non-binary,,Hispanic or Latinx,,No,94608,"AC Transit,Drive alone,Carpool",,Walk,Walk,Walk,No,Walk,"Rail (BART, Caltrain)",Walk,Travel Time,25,Waiting or Parking Time,5,Travel Cost,4,20,0,4,40,0,8,40,0,4,10,15,9,10,10,8,Travel Time,5,Waiting or Parking Time,5,Travel Cost,8,40,10,5,15,5,8,25,10,3,25,20,3,25,10,7,Travel Time,5,Waiting or Parking Time,5,Travel Cost,4,35,5,7,40,10,6,40,0,3,25,0,5,10,5,3,Travel Time,5,Waiting or Parking Time,20,Travel Cost,5,40,0,6,25,5,9,20,15,2,40,0,2,10,15,9,Travel Time,35,Waiting or Parking Time,15,Travel Cost,5,35,10,1,35,5,9,10,0,6,25,20,1,20,15,7,Travel Time,30,Waiting or Parking Time,20,Travel Cost,8,25,0,9,30,5,1,30,10,9,20,0,9,10,10,3
2023-04-07 21:20:15,2023-04-07 21:27:16,IP Address,67.188.174.136,100,420,True,2023-04-07 21:27:16,R_33jrB35UBZtrdYd,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent",Graduate student,Female,,Asian,,No,94709,"AC Transit,BART,Personal bike",,"Rail (BART, Caltrain)",Bike or Scooter,Bus,No,Bus,Bike or Scooter,"Rail (BART, Caltrain)",Travel Time,20,Waiting or Parking Time,10,Travel Cost,8,40,5,3,15,15,4,15,5,6,30,0,7,30,20,6,Travel Time,35,Waiting or Parking Time,5,Travel Cost,9,10,0,3,10,5,4,25,10,1,10,5,5,30,10,9,Travel Time,30,Waiting or Parking Time,20,Travel Cost,4,40,0,8,25,15,5,20,20,4,10,10,10,15,20,6,Travel Time,20,Waiting or Parking Time,5,Travel Cost,8,25,5,10,30,10,10,45,10,5,25,5,7,5,15,7,Travel Time,15,Waiting or Parking Time,10,Travel Cost,2,15,10,1,20,0,8,25,5,9,30,5,9,30,15,9,Travel Time,20,Waiting or Parking Time,20,Travel Cost,2,25,0,9,30,15,8,15,0,7,25,10,1,15,10,7
2023-04-07 21:24:46,2023-04-07 21:29:32,IP Address,73.202.148.4,100,286,True,2023-04-07 21:29:33,R_1n9fK2SkPQA7wqI,,,,,37.7825,-122.435,anonymous,EN,"Yes, I consent",Alumnus,Female,,Asian,,"Yes, employed off campus",94109,"BART,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",,Walk,Walk,Walk,No,"Rail (BART, Caltrain)",Walk,Bus,Travel Time,10,Waiting or Parking Time,0,Travel Cost,3,20,10,7,30,5,8,45,5,6,35,5,5,25,20,8,Travel Time,5,Waiting or Parking Time,5,Travel Cost,2,5,15,3,35,10,5,10,0,7,20,0,6,35,15,5,Travel Time,20,Waiting or Parking Time,15,Travel Cost,6,10,5,6,15,10,8,45,0,8,45,0,3,20,15,1,Travel Time,35,Waiting or Parking Time,5,Travel Cost,6,15,20,3,35,0,8,15,0,2,10,5,10,15,15,3,Travel Time,25,Waiting or Parking Time,0,Travel Cost,10,15,0,3,40,5,4,35,10,6,45,10,8,30,15,1,Travel Time,40,Waiting or Parking Time,10,Travel Cost,2,35,0,9,10,20,6,20,20,1,25,20,6,30,20,7
2023-04-08 10:43:42,2023-04-08 10:45:48,IP Address,174.194.199.72,100,125,True,2023-04-08 10:45:49,R_12nlWteS30MPfkR,,,,,37.342,-121.9049,anonymous,EN,"Yes, I consent",Graduate student,Male,,White,,No,94704,"Walk,Personal bike",,Walk,Walk,Bike or Scooter,No,Walk,Walk,Walk,Travel Time,25,Waiting or Parking Time,10,Travel Cost,9,40,0,4,10,5,7,20,15,3,15,10,4,15,5,9,Travel Time,10,Waiting or Parking Time,5,Travel Cost,2,30,5,10,45,0,3,35,0,10,25,10,6,20,20,5,Travel Time,10,Waiting or Parking Time,10,Travel Cost,4,10,5,1,20,15,4,30,5,7,45,0,2,20,15,1,Travel Time,15,Waiting or Parking Time,20,Travel Cost,5,10,0,7,10,20,3,45,0,2,20,5,1,35,5,8,Travel Time,10,Waiting or Parking Time,20,Travel Cost,7,35,0,3,20,5,3,35,10,9,30,0,8,25,0,8,Travel Time,15,Waiting or Parking Time,10,Travel Cost,10,20,10,6,30,0,6,5,5,5,15,10,7,30,5,7
2023-04-08 13:11:41,2023-04-08 13:14:50,IP Address,98.42.136.106,100,189,True,2023-04-08 13:14:50,R_CaCoUorZCYMoLRL,,,,,37.7441,-122.48,anonymous,EN,"Yes, I consent",Graduate student,Female,,"Asian,Middle Eastern or North African",,"Yes, employed off campus,Yes, employed on campus as a student",94122,"BART,Walk,Carpool,Rideshare (ex: Uber, Lyft),Other (type below)",SF MUNI,Bus,Walk,Walk,Yes,Walk,Bus,Bus,Travel Time,30,Waiting or Parking Time,0,Travel Cost,5,35,0,5,5,5,6,5,15,7,10,10,3,15,15,3,Travel Time,10,Waiting or Parking Time,15,Travel Cost,5,15,0,5,25,5,10,10,15,9,40,0,2,5,5,2,Travel Time,20,Waiting or Parking Time,0,Travel Cost,7,30,0,6,15,15,3,35,15,8,40,0,2,25,5,2,Travel Time,10,Waiting or Parking Time,20,Travel Cost,5,20,0,4,10,0,4,5,10,2,20,0,5,20,5,9,Travel Time,25,Waiting or Parking Time,20,Travel Cost,1,15,5,10,10,15,4,35,10,5,15,0,5,25,0,5,Travel Time,35,Waiting or Parking Time,5,Travel Cost,8,25,10,9,10,5,7,35,5,4,35,10,8,20,15,7
2023-04-08 14:22:36,2023-04-08 14:26:00,IP Address,135.180.103.209,100,203,True,2023-04-08 14:26:00,R_23gCD3O7D2Ko5bM,,,,,37.8637,-122.276,anonymous,EN,"Yes, I consent",Graduate student,Male,,"White,Hispanic or Latinx",,"Yes, employed off campus",94609,"AC Transit,BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin)",,Walk,Walk,Bike or Scooter,No,Bike or Scooter,Bike or Scooter,Bus,Travel Time,10,Waiting or Parking Time,5,Travel Cost,3,10,20,5,5,10,8,35,15,2,35,15,1,10,5,6,Travel Time,10,Waiting or Parking Time,0,Travel Cost,9,25,15,3,40,5,7,10,0,5,20,20,2,30,20,8,Travel Time,30,Waiting or Parking Time,5,Travel Cost,1,15,10,5,25,10,5,5,5,5,25,0,6,15,10,5,Travel Time,20,Waiting or Parking Time,20,Travel Cost,5,10,5,6,45,10,5,25,0,2,20,0,4,15,10,9,Travel Time,45,Waiting or Parking Time,10,Travel Cost,8,20,15,7,35,5,8,20,5,4,15,0,3,25,0,3,Travel Time,35,Waiting or Parking Time,15,Travel Cost,4,30,15,6,15,0,2,25,0,4,25,15,2,25,0,3
2023-04-08 14:41:18,2023-04-08 14:44:10,IP Address,67.188.174.8,100,171,True,2023-04-08 14:44:11,R_26bzJl5HPAycqp7,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent",Graduate student,Female,,Hispanic or Latinx,,No,,"AC Transit,Walk,Rideshare (ex: Uber, Lyft)",,Rideshare,"Rail (BART, Caltrain)",Walk,No,Walk,Walk,Drive,Travel Time,45,Waiting or Parking Time,5,Travel Cost,3,20,20,6,5,20,2,30,15,4,10,15,6,10,0,8,Travel Time,20,Waiting or Parking Time,5,Travel Cost,2,30,5,7,25,20,3,5,10,8,20,10,1,25,0,9,Travel Time,5,Waiting or Parking Time,5,Travel Cost,6,45,5,2,25,10,3,25,20,8,25,5,6,25,0,4,Travel Time,10,Waiting or Parking Time,10,Travel Cost,8,35,10,4,35,5,4,35,15,3,20,15,6,15,0,10,Travel Time,10,Waiting or Parking Time,20,Travel Cost,2,20,5,1,45,5,2,35,0,9,10,10,1,25,20,6,Travel Time,35,Waiting or Parking Time,10,Travel Cost,3,15,5,9,20,10,9,20,5,3,15,10,10,15,5,3
2023-04-08 15:46:17,2023-04-08 15:50:22,IP Address,76.236.29.128,100,244,True,2023-04-08 15:50:23,R_3qkuhJBcs7rRjND,,,,,37.7852,-122.3874,anonymous,EN,"Yes, I consent",Alumnus,Female,,Asian,,"Yes, employed off campus",94105,"Walk,Drive alone,Other (type below)",MUNI,Drive,Bus,Walk,No,Rideshare,Drive,Bus,Travel Time,30,Waiting or Parking Time,0,Travel Cost,3,45,10,6,15,20,3,35,5,8,15,10,5,20,5,9,Travel Time,25,Waiting or Parking Time,5,Travel Cost,2,15,10,5,10,15,2,30,0,2,20,10,8,5,20,2,Travel Time,20,Waiting or Parking Time,10,Travel Cost,10,20,10,7,20,10,7,5,20,8,10,10,3,10,20,1,Travel Time,25,Waiting or Parking Time,5,Travel Cost,8,35,5,7,30,5,6,15,20,5,30,15,8,10,0,8,Travel Time,30,Waiting or Parking Time,5,Travel Cost,5,30,15,7,35,0,10,30,10,5,15,5,2,15,20,3,Travel Time,30,Waiting or Parking Time,10,Travel Cost,4,20,5,4,10,15,6,40,0,4,40,5,6,20,20,8
2023-04-08 16:28:34,2023-04-08 16:30:28,IP Address,71.198.40.93,100,113,True,2023-04-08 16:30:28,R_1GPLEWE2LO75VS4,,,,,37.8487,-122.2209,anonymous,EN,"Yes, I consent",Graduate student,Female,,Asian,,"Yes, employed on campus as a student",94609,"AC Transit,BART,Walk,Personal bike",,Walk,Walk,Walk,Yes,Bike or Scooter,"Rail (BART, Caltrain)",Walk,Travel Time,20,Waiting or Parking Time,15,Travel Cost,1,20,15,6,10,10,6,15,0,7,25,20,2,10,10,7,Travel Time,5,Waiting or Parking Time,15,Travel Cost,9,10,0,8,35,0,9,10,10,5,10,5,7,45,0,5,Travel Time,30,Waiting or Parking Time,20,Travel Cost,6,30,0,7,20,20,3,30,10,5,40,5,3,45,0,3,Travel Time,25,Waiting or Parking Time,0,Travel Cost,2,20,0,10,30,0,3,20,20,5,10,10,3,25,20,2,Travel Time,15,Waiting or Parking Time,20,Travel Cost,7,45,10,3,5,15,3,15,5,10,5,5,8,10,0,2,Travel Time,25,Waiting or Parking Time,5,Travel Cost,2,30,0,10,35,15,1,40,10,6,25,20,8,20,15,3
2023-04-08 16:42:18,2023-04-08 16:45:03,IP Address,135.180.133.184,100,164,True,2023-04-08 16:45:04,R_2TNuzHrwWtBaWDD,,,,,37.8611,-122.2564,anonymous,EN,"Yes, I consent",Graduate student,Male,,White,,No,,"AC Transit,BART,Walk,Carpool",,Bus,Walk,Bike or Scooter,No,Walk,"Rail (BART, Caltrain)","Rail (BART, Caltrain)",Travel Time,30,Waiting or Parking Time,15,Travel Cost,8,15,20,1,10,0,6,25,20,1,20,15,6,25,5,3,Travel Time,10,Waiting or Parking Time,20,Travel Cost,2,45,10,5,20,0,5,20,5,7,30,0,8,45,10,8,Travel Time,30,Waiting or Parking Time,0,Travel Cost,9,5,20,2,25,0,9,30,0,7,25,0,10,20,5,10,Travel Time,10,Waiting or Parking Time,5,Travel Cost,4,20,10,7,20,10,2,35,15,7,25,10,3,15,0,9,Travel Time,45,Waiting or Parking Time,10,Travel Cost,6,40,10,1,35,5,8,15,20,6,10,5,1,30,20,7,Travel Time,15,Waiting or Parking Time,5,Travel Cost,2,40,0,7,25,10,10,20,5,1,35,10,5,30,10,5
2023-04-08 16:43:43,2023-04-08 16:47:21,IP Address,73.223.67.32,100,217,True,2023-04-08 16:47:22,R_1EgkR8o1YoUFGnR,,,,,37.7833,-122.4952,anonymous,EN,"Yes, I consent",I am not affiliated with UC Berkeley,Male,,Black or African American,,"Yes, employed off campus",94115,"BART,Walk,Drive alone,Other (type below)",Sf muni,Bike or Scooter,Bike or Scooter,Bike or Scooter,No,Walk,"Rail (BART, Caltrain)",Walk,Travel Time,40,Waiting or Parking Time,10,Travel Cost,9,30,15,8,5,15,9,45,5,8,30,5,9,10,5,8,Travel Time,25,Waiting or Parking Time,5,Travel Cost,7,5,15,4,5,10,4,5,10,4,15,0,3,45,5,3,Travel Time,20,Waiting or Parking Time,15,Travel Cost,7,15,10,9,40,5,9,10,10,4,15,0,3,10,15,1,Travel Time,20,Waiting or Parking Time,20,Travel Cost,6,25,5,3,30,5,5,20,10,7,30,0,7,15,5,9,Travel Time,35,Waiting or Parking Time,15,Travel Cost,1,25,0,2,20,0,9,10,0,6,45,5,3,45,10,7,Travel Time,5,Waiting or Parking Time,5,Travel Cost,2,20,0,4,35,10,10,20,0,9,35,5,3,35,10,1
2023-04-08 16:50:24,2023-04-08 16:52:19,IP Address,136.25.169.42,100,114,True,2023-04-08 16:52:19,R_2s6IwRC0H02EItj,,,,,37.8682,-122.2865,anonymous,EN,"Yes, I consent",Graduate student,Male,,Asian,,No,94702,"AC Transit,Drive alone,Carpool",,Bus,Bus,Bus,No,Bus,Bus,Bus,Travel Time,30,Waiting or Parking Time,10,Travel Cost,10,35,10,4,10,10,9,30,10,5,40,0,2,35,10,1,Travel Time,10,Waiting or Parking Time,20,Travel Cost,2,35,0,5,10,0,2,20,20,7,30,5,4,20,5,8,Travel Time,35,Waiting or Parking Time,0,Travel Cost,4,40,5,4,25,15,1,45,0,6,25,10,4,20,20,7,Travel Time,35,Waiting or Parking Time,5,Travel Cost,4,25,15,7,20,10,6,20,15,1,40,10,9,30,5,4,Travel Time,10,Waiting or Parking Time,5,Travel Cost,2,30,15,4,35,0,8,35,0,8,25,5,3,35,10,1,Travel Time,45,Waiting or Parking Time,0,Travel Cost,3,35,5,4,5,15,3,35,10,1,15,5,5,20,20,3
2023-04-08 16:52:37,2023-04-08 16:56:52,IP Address,174.194.141.201,100,254,True,2023-04-08 16:56:52,R_1jjkJdgE6M9Gppe,,,,,37.3209,-121.9126,anonymous,EN,"Yes, I consent",Graduate student,Female,,White,,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",,Bike or Scooter,Bike or Scooter,Walk,No,Walk,Walk,"Rail (BART, Caltrain)",Travel Time,30,Waiting or Parking Time,15,Travel Cost,8,10,20,8,15,5,6,30,20,2,30,10,5,30,10,3,Travel Time,45,Waiting or Parking Time,5,Travel Cost,2,30,0,5,45,10,7,30,0,8,15,10,6,25,20,2,Travel Time,30,Waiting or Parking Time,20,Travel Cost,6,20,0,9,30,15,8,30,5,4,15,15,4,20,15,8,Travel Time,10,Waiting or Parking Time,20,Travel Cost,6,25,20,5,5,15,7,25,15,4,5,10,7,5,15,3,Travel Time,5,Waiting or Parking Time,10,Travel Cost,5,35,10,10,10,10,4,25,20,8,25,10,7,10,0,10,Travel Time,35,Waiting or Parking Time,10,Travel Cost,7,15,20,3,35,10,10,15,15,7,30,10,8,25,15,5
2023-04-08 17:19:46,2023-04-08 17:23:19,IP Address,67.188.25.0,100,212,True,2023-04-08 17:23:19,R_BucO6HEmE2D2kFz,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent",Graduate student,Female,,Asian,,No,94709,"Bear Transit,AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",,Walk,Walk,Walk,No,Walk,"Rail (BART, Caltrain)","Rail (BART, Caltrain)",Travel Time,25,Waiting or Parking Time,10,Travel Cost,2,45,5,2,5,20,8,45,0,8,10,0,9,30,20,2,Travel Time,15,Waiting or Parking Time,15,Travel Cost,1,20,10,4,25,5,9,5,20,4,35,0,5,35,15,9,Travel Time,20,Waiting or Parking Time,20,Travel Cost,3,30,10,10,45,10,4,30,10,10,35,5,10,35,0,8,Travel Time,25,Waiting or Parking Time,5,Travel Cost,6,35,5,8,35,15,4,40,10,5,15,0,3,15,10,9,Travel Time,30,Waiting or Parking Time,20,Travel Cost,3,25,5,2,35,5,9,25,15,9,15,15,2,20,0,7,Travel Time,45,Waiting or Parking Time,0,Travel Cost,6,20,5,2,35,5,8,25,15,1,30,0,7,45,10,2
2023-04-08 17:55:26,2023-04-08 17:58:09,IP Address,136.152.143.58,100,162,True,2023-04-08 17:58:09,R_3mfz727oMPTgqd9,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent",Graduate student,Female,,Asian,,"Yes, employed on campus as a student",94709,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin)",,Walk,Walk,"Rail (BART, Caltrain)",Yes,"Rail (BART, Caltrain)",Bike or Scooter,Walk,Travel Time,15,Waiting or Parking Time,5,Travel Cost,3,30,20,5,10,0,3,35,5,6,35,15,4,25,5,3,Travel Time,20,Waiting or Parking Time,5,Travel Cost,2,20,5,2,40,10,3,35,10,8,35,15,1,25,5,6,Travel Time,25,Waiting or Parking Time,5,Travel Cost,10,15,20,1,45,10,5,10,5,2,30,15,5,45,5,5,Travel Time,30,Waiting or Parking Time,10,Travel Cost,6,40,5,5,40,5,7,10,10,6,30,5,7,25,0,8,Travel Time,45,Waiting or Parking Time,10,Travel Cost,3,5,5,10,5,15,3,40,0,8,35,5,7,25,10,5,Travel Time,5,Waiting or Parking Time,10,Travel Cost,4,15,10,8,10,15,4,20,0,4,5,10,6,35,5,2
2023-04-08 18:24:30,2023-04-08 18:28:44,IP Address,135.180.51.78,100,253,True,2023-04-08 18:28:44,R_DBP9h8fbTSKhgTn,,,,,37.8637,-122.276,anonymous,EN,"Yes, I consent",Graduate student,Female,,White,,"Yes, employed on campus as a student",94704,"AC Transit,Walk",,Walk,Walk,"Rail (BART, Caltrain)",No,Walk,Walk,Walk,Travel Time,5,Waiting or Parking Time,5,Travel Cost,9,25,15,4,25,0,3,20,5,4,10,5,8,15,0,10,Travel Time,20,Waiting or Parking Time,5,Travel Cost,7,20,0,4,40,5,7,20,0,2,5,20,4,10,0,2,Travel Time,30,Waiting or Parking Time,15,Travel Cost,1,10,15,4,40,0,5,20,10,4,15,15,6,15,15,7,Travel Time,15,Waiting or Parking Time,15,Travel Cost,7,20,10,10,40,10,1,15,20,5,5,15,8,25,5,2,Travel Time,10,Waiting or Parking Time,0,Travel Cost,10,45,5,2,30,20,2,25,0,3,30,15,1,25,15,7,Travel Time,5,Waiting or Parking Time,20,Travel Cost,3,30,0,8,30,5,3,5,10,4,10,10,6,10,0,7
2023-04-08 18:43:47,2023-04-08 18:45:36,IP Address,192.184.206.215,100,109,True,2023-04-08 18:45:37,R_1il2b4Tl1ITBBEx,,,,,37.8637,-122.276,anonymous,EN,"Yes, I consent",Graduate student,Male,,Asian,,No,94703,"Bear Transit,AC Transit,Walk,Drive alone",,Bus,Walk,Bus,No,Walk,Bike or Scooter,Walk,Travel Time,35,Waiting or Parking Time,0,Travel Cost,3,25,15,5,10,10,3,40,0,2,15,5,4,20,10,5,Travel Time,20,Waiting or Parking Time,0,Travel Cost,4,20,15,5,5,10,10,25,15,7,5,5,10,5,5,10,Travel Time,25,Waiting or Parking Time,0,Travel Cost,7,30,10,8,5,10,5,30,20,4,35,0,7,5,5,3,Travel Time,10,Waiting or Parking Time,5,Travel Cost,1,20,20,3,20,15,1,40,0,3,25,10,6,15,0,5,Travel Time,25,Waiting or Parking Time,5,Travel Cost,2,20,10,2,30,20,6,5,10,6,25,5,10,15,20,7,Travel Time,5,Waiting or Parking Time,5,Travel Cost,2,35,10,4,35,0,9,30,10,3,25,10,2,40,10,1
2023-04-08 20:25:15,2023-04-08 20:27:17,IP Address,73.158.253.54,100,121,True,2023-04-08 20:27:19,R_dmPOfCK6os5f7NL,,,,,37.3859,-122.0882,anonymous,EN,"Yes, I consent",Alumnus,Male,,Asian,,"Yes, employed off campus",94040,Drive alone,,Walk,Bus,Walk,No,Bus,Walk,"Rail (BART, Caltrain)",Travel Time,15,Waiting or Parking Time,0,Travel Cost,2,10,5,2,30,0,8,10,10,3,35,5,6,35,15,8,Travel Time,40,Waiting or Parking Time,0,Travel Cost,8,30,20,5,10,0,7,45,5,8,30,10,8,20,0,5,Travel Time,10,Waiting or Parking Time,5,Travel Cost,2,10,10,5,30,15,6,20,5,3,30,5,3,30,5,5,Travel Time,15,Waiting or Parking Time,15,Travel Cost,2,40,0,6,10,10,5,15,5,2,15,5,9,25,15,1,Travel Time,15,Waiting or Parking Time,10,Travel Cost,3,30,20,1,30,15,9,25,20,4,15,20,6,5,10,9,Travel Time,35,Waiting or Parking Time,5,Travel Cost,6,20,15,9,15,15,9,5,5,9,20,15,7,45,0,8
